주문번호,주문일시,상품명,구매자성별,구매자나이,주문금액,평점,배송지
371,2025-10-19 20:00:00,모니터,남,45,"150,000원",,인천
372,2025-12-05 18:00:00,무선마우스,여,22,"900,000원",,서울
373,2025-05-12 03:00:00,무선마우스,여,43,"85,000원",,인천
374,2025-06-27 01:00:00,헤드셋,남,53,"900,000원",4.0,대전
375,2025-03-11 23:00:00,스마트폰,남,53,"300,000원",3.0,서울
376,2025-05-27 02:00:00,기계식키보드,남,39,"900,000원",,인천
377,2025-10-30 05:00:00,헤드셋,남,49,"300,000원",,경기
378,2025-04-25 08:00:00,스마트폰,남,39,"900,000원",2.0,부산
379,2025-08-05 04:00:00,헤드셋,남,37,"300,000원",5.0,광주
380,2025-03-31 05:00:00,모니터,남,57,"85,000원",4.0,대구
381,2025-10-03 17:00:00,무선마우스,여,39,"900,000원",,서울
382,2025-04-14 07:00:00,무선마우스,여,25,"900,000원",2.0,부산
383,2025-09-28 04:00:00,헤드셋,남,44,"35,000원",5.0,서울
384,2025-11-06 05:00:00,무선마우스,남,22,"900,000원",1.0,대전
385,2025-07-05 12:00:00,노트북,여,38,"300,000원",5.0,대구
386,2025-09-03 01:00:00,헤드셋,남,29,"35,000원",4.0,대전
387,2025-10-05 17:00:00,모니터,여,24,"300,000원",4.0,대전
388,2025-04-29 17:00:00,헤드셋,여,41,"900,000원",4.0,부산
389,2025-11-04 22:00:00,헤드셋,남,28,"900,000원",5.0,대전
390,2025-10-15 17:00:00,무선마우스,여,52,"300,000원",1.0,부산
391,2025-04-14 17:00:00,모니터,여,34,"85,000원",5.0,광주
392,2025-07-12 03:00:00,헤드셋,남,43,"85,000원",1.0,광주
393,2025-04-29 07:00:00,무선마우스,남,49,"85,000원",3.0,대구
394,2025-12-22 07:00:00,기계식키보드,여,55,"150,000원",5.0,대구
395,2025-09-02 22:00:00,모니터,남,58,"35,000원",2.0,서울
396,2025-09-20 15:00:00,스마트폰,여,25,"35,000원",,대전
397,2025-02-05 11:00:00,노트북,여,34,"85,000원",5.0,부산
398,2025-03-12 07:00:00,스마트폰,여,57,"900,000원",5.0,대구
399,2025-10-12 17:00:00,모니터,여,58,"35,000원",4.0,광주
400,2025-04-12 03:00:00,헤드셋,여,41,"300,000원",1.0,서울
401,2025-06-16 16:00:00,무선마우스,여,22,"900,000원",,인천
402,2025-07-30 12:00:00,모니터,남,48,"35,000원",3.0,광주
403,2025-04-25 02:00:00,노트북,남,48,"1,200,000원",5.0,대구
404,2025-08-27 20:00:00,모니터,남,50,"35,000원",3.0,광주
405,2025-08-13 11:00:00,무선마우스,남,21,"85,000원",4.0,대전
406,2025-11-30 10:00:00,스마트폰,여,54,"300,000원",5.0,광주
407,2025-08-19 16:00:00,기계식키보드,여,28,"35,000원",,부산
408,2025-06-13 01:00:00,스마트폰,여,41,"150,000원",1.0,인천
409,2025-02-14 10:00:00,무선마우스,여,38,"85,000원",4.0,대구
410,2025-11-18 19:00:00,무선마우스,여,56,"150,000원",5.0,대전
411,2025-07-02 12:00:00,노트북,남,29,"900,000원",3.0,경기
412,2025-06-21 03:00:00,모니터,남,40,"150,000원",3.0,부산
413,2025-08-27 14:00:00,모니터,남,36,"300,000원",1.0,대전
414,2025-05-21 13:00:00,스마트폰,여,22,"1,200,000원",5.0,광주
415,2025-03-28 18:00:00,기계식키보드,여,26,"1,200,000원",5.0,부산
416,2025-10-09 04:00:00,기계식키보드,남,56,"900,000원",,서울
417,2025-01-18 09:00:00,노트북,여,55,"900,000원",4.0,대전
418,2025-12-13 02:00:00,무선마우스,여,22,"150,000원",3.0,경기
419,2025-06-15 14:00:00,노트북,남,32,"300,000원",4.0,대구
420,2025-05-17 03:00:00,모니터,여,49,"150,000원",2.0,경기
421,2025-02-04 09:00:00,헤드셋,남,42,"300,000원",4.0,광주
422,2025-11-16 12:00:00,헤드셋,남,26,"300,000원",5.0,대구
423,2025-08-28 09:00:00,헤드셋,남,49,"1,200,000원",3.0,대전
424,2025-01-18 04:00:00,무선마우스,남,48,"300,000원",5.0,서울
425,2025-11-11 07:00:00,노트북,여,27,"35,000원",,광주
426,2025-11-13 03:00:00,스마트폰,여,29,"300,000원",5.0,광주
427,2025-01-31 08:00:00,모니터,여,52,"1,200,000원",4.0,인천
428,2025-10-26 12:00:00,헤드셋,남,39,"85,000원",4.0,경기
429,2025-09-07 12:00:00,기계식키보드,여,48,"150,000원",4.0,부산
430,2025-04-15 08:00:00,노트북,남,48,"300,000원",5.0,대구
431,2025-05-04 15:00:00,모니터,여,40,"35,000원",,경기
432,2025-04-27 02:00:00,모니터,여,20,"900,000원",5.0,대구
433,2025-02-16 18:00:00,기계식키보드,남,53,"150,000원",5.0,경기
434,2025-06-19 23:00:00,기계식키보드,여,51,"900,000원",2.0,부산
435,2025-03-07 11:00:00,기계식키보드,남,33,"35,000원",,대구
436,2025-07-31 09:00:00,헤드셋,남,56,"1,200,000원",5.0,대구
437,2025-08-01 16:00:00,헤드셋,여,54,"85,000원",5.0,인천
438,2025-03-31 07:00:00,노트북,여,43,"1,200,000원",4.0,서울
439,2025-10-11 14:00:00,기계식키보드,여,20,"85,000원",4.0,경기
440,2025-11-03 13:00:00,스마트폰,여,25,"150,000원",3.0,부산
441,2025-05-24 08:00:00,모니터,남,23,"300,000원",,대전
442,2025-06-06 22:00:00,기계식키보드,남,57,"300,000원",,인천
443,2025-08-24 04:00:00,모니터,여,20,"900,000원",4.0,인천
444,2025-05-02 10:00:00,무선마우스,여,50,"1,200,000원",5.0,서울
445,2025-07-27 00:00:00,무선마우스,여,55,"300,000원",4.0,대전
446,2025-09-04 13:00:00,기계식키보드,남,28,"85,000원",4.0,부산
447,2025-01-31 08:00:00,모니터,여,42,"300,000원",4.0,대전
448,2025-02-26 21:00:00,무선마우스,남,50,"1,200,000원",4.0,광주
449,2025-07-07 04:00:00,기계식키보드,여,48,"1,200,000원",4.0,경기
450,2025-01-30 02:00:00,모니터,여,40,"35,000원",4.0,대구
451,2025-10-27 10:00:00,기계식키보드,남,22,"900,000원",5.0,서울
452,2025-01-17 11:00:00,헤드셋,남,45,"1,200,000원",4.0,대구
453,2025-11-05 08:00:00,모니터,여,25,"35,000원",5.0,인천
454,2025-12-03 18:00:00,무선마우스,남,39,"1,200,000원",5.0,대구
455,2025-06-23 19:00:00,기계식키보드,남,32,"150,000원",5.0,경기
456,2025-07-01 16:00:00,무선마우스,여,42,"85,000원",,광주
457,2025-04-15 06:00:00,기계식키보드,남,34,"85,000원",3.0,경기
458,2025-01-30 21:00:00,노트북,남,50,"150,000원",4.0,광주
459,2025-04-26 22:00:00,무선마우스,여,23,"150,000원",2.0,대구
460,2025-07-26 02:00:00,무선마우스,여,30,"1,200,000원",4.0,대구
461,2025-08-17 14:00:00,스마트폰,남,21,"300,000원",4.0,서울
462,2025-12-14 07:00:00,헤드셋,여,35,"300,000원",5.0,광주
463,2025-07-27 12:00:00,무선마우스,남,50,"150,000원",5.0,경기
464,2025-10-30 18:00:00,모니터,남,58,"900,000원",4.0,대구
465,2025-07-07 03:00:00,기계식키보드,남,23,"85,000원",4.0,부산
466,2025-10-27 16:00:00,노트북,여,47,"35,000원",3.0,서울
467,2025-08-21 20:00:00,모니터,남,35,"150,000원",1.0,서울
468,2025-11-15 19:00:00,모니터,남,58,"85,000원",5.0,대전
469,2025-06-01 12:00:00,모니터,남,44,"35,000원",1.0,서울
470,2025-02-18 15:00:00,모니터,여,32,"35,000원",,서울
471,2025-02-14 06:00:00,노트북,여,24,"150,000원",5.0,광주
472,2025-03-31 20:00:00,스마트폰,여,49,"300,000원",4.0,광주
473,2025-11-24 12:00:00,헤드셋,남,20,"900,000원",1.0,대구
474,2025-08-04 01:00:00,무선마우스,남,24,"85,000원",4.0,인천
475,2025-08-10 01:00:00,모니터,여,33,"150,000원",5.0,대전
476,2025-09-30 13:00:00,무선마우스,남,30,"35,000원",,부산
477,2025-07-17 01:00:00,무선마우스,남,53,"85,000원",2.0,인천
478,2025-11-02 10:00:00,모니터,남,48,"1,200,000원",5.0,인천
479,2025-08-11 06:00:00,스마트폰,남,37,"1,200,000원",4.0,대구
480,2025-06-30 10:00:00,무선마우스,여,34,"85,000원",4.0,서울
481,2025-11-30 18:00:00,기계식키보드,여,44,"85,000원",5.0,서울
482,2025-10-11 09:00:00,무선마우스,여,49,"35,000원",,대구
483,2025-07-21 22:00:00,헤드셋,남,21,"150,000원",4.0,대구
484,2025-10-08 11:00:00,모니터,남,59,"300,000원",3.0,광주
485,2025-10-29 17:00:00,노트북,여,46,"150,000원",5.0,경기
486,2025-02-09 17:00:00,무선마우스,여,34,"900,000원",5.0,서울
487,2025-04-16 19:00:00,스마트폰,여,51,"85,000원",5.0,부산
488,2025-10-22 00:00:00,기계식키보드,남,39,"1,200,000원",4.0,경기
489,2025-03-06 06:00:00,기계식키보드,여,33,"35,000원",,인천
490,2025-08-09 13:00:00,노트북,남,46,"300,000원",,대전
491,2025-02-19 15:00:00,헤드셋,여,22,"150,000원",5.0,광주
492,2025-09-21 01:00:00,노트북,남,22,"900,000원",5.0,광주
493,2025-10-17 02:00:00,헤드셋,남,32,"150,000원",5.0,서울
494,2025-04-22 17:00:00,무선마우스,여,44,"900,000원",4.0,대구
495,2025-03-06 04:00:00,모니터,남,37,"150,000원",3.0,대구
496,2025-09-15 04:00:00,스마트폰,남,20,"300,000원",5.0,대전
497,2025-08-19 21:00:00,기계식키보드,여,58,"300,000원",,대구
498,2025-02-26 21:00:00,노트북,여,24,"35,000원",5.0,서울
499,2025-12-29 03:00:00,스마트폰,여,21,"300,000원",3.0,광주
500,2025-12-29 14:00:00,헤드셋,남,49,"900,000원",2.0,부산
501,2025-11-09 06:00:00,모니터,남,36,"35,000원",5.0,대구
502,2025-06-29 16:00:00,기계식키보드,여,48,"300,000원",5.0,광주
503,2025-02-25 04:00:00,기계식키보드,여,23,"1,200,000원",4.0,서울
504,2025-05-11 21:00:00,헤드셋,남,28,"900,000원",5.0,인천
505,2025-11-06 03:00:00,모니터,여,40,"35,000원",4.0,경기
506,2025-05-26 06:00:00,기계식키보드,여,31,"900,000원",,서울
507,2025-03-17 10:00:00,모니터,남,31,"35,000원",5.0,서울
508,2025-10-02 12:00:00,기계식키보드,남,23,"900,000원",,광주
509,2025-05-02 19:00:00,무선마우스,여,47,"1,200,000원",3.0,대구
510,2025-08-09 21:00:00,헤드셋,남,28,"300,000원",5.0,대전
511,2025-06-24 10:00:00,모니터,남,59,"150,000원",5.0,경기
512,2025-09-07 01:00:00,스마트폰,여,51,"150,000원",4.0,경기
513,2025-06-27 20:00:00,무선마우스,여,32,"150,000원",4.0,대구
514,2025-07-17 20:00:00,스마트폰,여,53,"35,000원",,부산
515,2025-07-22 01:00:00,헤드셋,남,38,"300,000원",5.0,서울
516,2025-06-04 13:00:00,기계식키보드,여,33,"85,000원",4.0,대구
517,2025-10-03 19:00:00,스마트폰,남,24,"35,000원",,대전
518,2025-12-27 07:00:00,무선마우스,여,46,"35,000원",4.0,광주
519,2025-05-09 00:00:00,모니터,남,47,"35,000원",5.0,부산
520,2025-09-30 02:00:00,노트북,남,45,"85,000원",5.0,대구
521,2025-01-22 00:00:00,스마트폰,여,29,"35,000원",5.0,인천
522,2025-02-20 14:00:00,노트북,남,43,"300,000원",5.0,부산
523,2025-03-05 19:00:00,헤드셋,여,36,"150,000원",3.0,대전
524,2025-11-12 16:00:00,스마트폰,여,35,"900,000원",,광주
525,2025-02-04 07:00:00,스마트폰,남,36,"35,000원",3.0,부산
526,2025-02-08 16:00:00,모니터,남,20,"300,000원",5.0,경기
527,2025-07-29 13:00:00,기계식키보드,남,40,"1,200,000원",4.0,서울
528,2025-01-06 13:00:00,무선마우스,여,41,"900,000원",3.0,대구
529,2025-03-29 17:00:00,무선마우스,여,24,"35,000원",5.0,대전
530,2025-06-01 03:00:00,무선마우스,여,55,"35,000원",5.0,대전
531,2025-09-21 04:00:00,헤드셋,여,40,"900,000원",4.0,광주
532,2025-03-19 04:00:00,기계식키보드,여,28,"900,000원",2.0,광주
533,2025-07-24 14:00:00,노트북,여,46,"35,000원",5.0,대구
534,2025-06-23 23:00:00,무선마우스,남,31,"300,000원",5.0,서울
535,2025-08-11 20:00:00,노트북,여,37,"1,200,000원",4.0,광주
536,2025-09-15 22:00:00,기계식키보드,여,54,"300,000원",5.0,광주
537,2025-02-22 08:00:00,헤드셋,여,34,"85,000원",2.0,서울
538,2025-05-21 16:00:00,기계식키보드,여,49,"150,000원",4.0,광주
539,2025-08-24 05:00:00,모니터,남,52,"150,000원",4.0,광주
540,2025-05-26 06:00:00,무선마우스,남,55,"150,000원",5.0,광주
541,2025-05-30 08:00:00,헤드셋,남,59,"35,000원",4.0,경기
542,2025-12-02 13:00:00,모니터,여,49,"1,200,000원",4.0,서울
543,2025-05-19 18:00:00,무선마우스,여,45,"1,200,000원",5.0,인천
544,2025-04-23 15:00:00,기계식키보드,여,40,"85,000원",5.0,경기
545,2025-12-27 22:00:00,기계식키보드,남,56,"35,000원",5.0,부산
546,2025-12-05 08:00:00,스마트폰,여,50,"35,000원",4.0,서울
547,2025-10-24 10:00:00,스마트폰,여,36,"35,000원",5.0,부산
548,2025-02-26 09:00:00,기계식키보드,남,36,"1,200,000원",5.0,경기
549,2025-07-30 23:00:00,기계식키보드,남,53,"35,000원",3.0,광주
550,2025-12-23 05:00:00,노트북,여,43,"900,000원",4.0,인천
551,2025-11-12 15:00:00,노트북,남,52,"900,000원",5.0,대전
552,2025-01-28 19:00:00,모니터,여,23,"900,000원",5.0,인천
553,2025-07-06 04:00:00,스마트폰,여,28,"35,000원",5.0,서울
554,2025-10-12 03:00:00,스마트폰,남,21,"900,000원",5.0,인천
555,2025-06-04 23:00:00,기계식키보드,여,54,"85,000원",4.0,광주
556,2025-04-25 09:00:00,기계식키보드,남,57,"35,000원",5.0,대전
557,2025-11-08 19:00:00,모니터,남,34,"85,000원",3.0,대구
558,2025-01-23 11:00:00,헤드셋,여,22,"900,000원",4.0,광주
559,2025-07-26 20:00:00,헤드셋,남,50,"35,000원",,경기
560,2025-07-21 11:00:00,헤드셋,여,42,"300,000원",,광주
561,2025-06-07 07:00:00,스마트폰,여,31,"150,000원",5.0,인천
562,2025-09-09 18:00:00,노트북,남,27,"300,000원",4.0,경기
563,2025-10-23 22:00:00,헤드셋,남,40,"150,000원",5.0,경기
564,2025-11-01 16:00:00,무선마우스,남,40,"150,000원",5.0,광주
565,2025-08-10 16:00:00,모니터,여,51,"900,000원",5.0,광주
566,2025-09-13 12:00:00,헤드셋,여,36,"150,000원",5.0,대구
567,2025-11-25 19:00:00,무선마우스,여,56,"150,000원",1.0,광주
568,2025-04-26 19:00:00,헤드셋,여,43,"300,000원",4.0,광주
569,2025-02-08 12:00:00,노트북,여,27,"150,000원",5.0,대전
570,2025-03-07 21:00:00,노트북,여,37,"35,000원",,서울
571,2025-11-18 10:00:00,헤드셋,여,30,"85,000원",5.0,경기
572,2025-05-19 12:00:00,무선마우스,남,29,"85,000원",5.0,대구
573,2025-08-27 01:00:00,모니터,여,45,"35,000원",3.0,인천
574,2025-10-20 18:00:00,무선마우스,여,25,"900,000원",4.0,대전
575,2025-01-11 15:00:00,모니터,남,36,"300,000원",2.0,부산
576,2025-07-20 04:00:00,헤드셋,여,42,"1,200,000원",5.0,서울
577,2025-03-18 14:00:00,모니터,여,56,"85,000원",4.0,대전
578,2025-01-01 09:00:00,기계식키보드,남,47,"300,000원",5.0,광주
579,2025-04-30 15:00:00,스마트폰,여,35,"85,000원",,부산
580,2025-11-05 17:00:00,스마트폰,남,31,"1,200,000원",4.0,대구
581,2025-11-06 02:00:00,노트북,여,40,"150,000원",4.0,경기
582,2025-08-02 12:00:00,기계식키보드,여,43,"1,200,000원",3.0,대구
583,2025-02-12 07:00:00,스마트폰,남,47,"150,000원",3.0,서울
584,2025-04-02 09:00:00,헤드셋,남,56,"85,000원",5.0,서울
585,2025-12-17 15:00:00,모니터,여,40,"300,000원",5.0,인천
586,2025-11-07 09:00:00,모니터,여,52,"300,000원",5.0,대구
587,2025-06-23 06:00:00,무선마우스,남,21,"900,000원",5.0,서울
588,2025-06-13 13:00:00,무선마우스,여,56,"85,000원",4.0,대구
589,2025-10-18 10:00:00,모니터,남,38,"900,000원",5.0,인천
590,2025-10-17 02:00:00,헤드셋,남,47,"85,000원",5.0,인천
591,2025-07-19 08:00:00,모니터,남,34,"150,000원",4.0,대구
592,2025-06-16 16:00:00,무선마우스,여,20,"85,000원",4.0,광주
593,2025-03-10 01:00:00,스마트폰,여,47,"85,000원",5.0,서울
594,2025-10-30 18:00:00,노트북,여,54,"150,000원",1.0,대전
595,2025-12-29 14:00:00,무선마우스,남,51,"35,000원",5.0,경기
596,2025-01-17 00:00:00,헤드셋,여,47,"35,000원",3.0,광주
597,2025-01-17 20:00:00,스마트폰,남,28,"85,000원",1.0,경기
598,2025-12-07 15:00:00,스마트폰,남,43,"35,000원",4.0,광주
599,2025-03-25 08:00:00,스마트폰,여,23,"300,000원",5.0,인천
600,2025-09-07 13:00:00,기계식키보드,여,22,"85,000원",4.0,서울
601,2025-03-02 20:00:00,기계식키보드,남,41,"1,200,000원",4.0,인천
602,2025-10-27 14:00:00,스마트폰,여,59,"150,000원",2.0,대전
603,2025-10-25 12:00:00,헤드셋,남,58,"900,000원",4.0,인천
604,2025-06-01 12:00:00,모니터,여,44,"150,000원",2.0,인천
605,2025-07-20 09:00:00,헤드셋,남,41,"85,000원",4.0,대전
606,2025-06-24 02:00:00,기계식키보드,여,53,"1,200,000원",5.0,인천
607,2025-10-29 21:00:00,무선마우스,남,39,"150,000원",5.0,대구
608,2025-10-03 00:00:00,기계식키보드,여,55,"900,000원",4.0,대구
609,2025-09-07 21:00:00,모니터,남,56,"900,000원",4.0,서울
610,2025-03-27 08:00:00,노트북,남,58,"1,200,000원",,광주
611,2025-07-19 04:00:00,기계식키보드,남,46,"900,000원",5.0,서울
612,2025-01-30 20:00:00,헤드셋,남,51,"300,000원",5.0,부산
613,2025-11-27 19:00:00,헤드셋,남,48,"900,000원",1.0,경기
614,2025-08-20 21:00:00,스마트폰,남,51,"1,200,000원",2.0,대전
615,2025-07-09 08:00:00,스마트폰,여,43,"1,200,000원",5.0,대구
616,2025-07-27 08:00:00,스마트폰,남,22,"150,000원",3.0,대전
617,2025-05-23 11:00:00,노트북,남,46,"900,000원",4.0,서울
618,2025-10-29 15:00:00,모니터,여,28,"900,000원",3.0,광주
619,2025-01-11 09:00:00,무선마우스,여,59,"85,000원",3.0,인천
620,2025-02-02 02:00:00,헤드셋,남,42,"85,000원",3.0,대구
621,2025-07-01 19:00:00,헤드셋,여,26,"1,200,000원",5.0,경기
622,2025-02-14 21:00:00,모니터,여,36,"85,000원",5.0,대구
623,2025-12-18 03:00:00,노트북,남,56,"150,000원",2.0,광주
624,2025-12-24 12:00:00,스마트폰,남,26,"150,000원",4.0,경기
625,2025-11-26 05:00:00,모니터,여,49,"300,000원",5.0,부산
626,2025-07-22 10:00:00,무선마우스,여,32,"300,000원",4.0,서울
627,2025-09-30 16:00:00,스마트폰,여,37,"1,200,000원",5.0,광주
628,2025-07-16 15:00:00,무선마우스,여,50,"150,000원",5.0,경기
629,2025-04-28 06:00:00,기계식키보드,여,41,"150,000원",1.0,부산
630,2025-05-21 14:00:00,무선마우스,여,33,"300,000원",4.0,광주
631,2025-02-22 04:00:00,스마트폰,남,37,"85,000원",5.0,광주
632,2025-10-19 12:00:00,기계식키보드,여,54,"300,000원",4.0,대구
633,2025-07-14 17:00:00,스마트폰,남,36,"1,200,000원",1.0,서울
634,2025-07-08 18:00:00,헤드셋,남,38,"150,000원",4.0,대전
635,2025-10-14 17:00:00,스마트폰,여,50,"1,200,000원",5.0,대전
636,2025-10-17 13:00:00,기계식키보드,남,58,"300,000원",,경기
637,2025-09-18 01:00:00,무선마우스,여,55,"900,000원",5.0,광주
638,2025-12-01 01:00:00,헤드셋,남,34,"300,000원",4.0,대전
639,2025-10-17 05:00:00,노트북,여,48,"150,000원",4.0,광주
640,2025-10-19 18:00:00,노트북,남,59,"1,200,000원",4.0,경기
641,2025-02-25 11:00:00,노트북,여,35,"85,000원",3.0,대전
642,2025-06-27 13:00:00,노트북,남,52,"85,000원",4.0,광주
643,2025-11-15 16:00:00,모니터,여,44,"150,000원",5.0,서울
644,2025-08-02 03:00:00,노트북,남,35,"300,000원",4.0,광주
645,2025-07-13 05:00:00,기계식키보드,남,49,"300,000원",,대전
646,2025-07-22 06:00:00,노트북,남,53,"35,000원",3.0,대구
647,2025-05-13 09:00:00,스마트폰,여,21,"300,000원",5.0,대구
648,2025-11-19 02:00:00,노트북,여,59,"150,000원",5.0,인천
649,2025-04-01 20:00:00,무선마우스,여,57,"1,200,000원",4.0,광주
650,2025-07-23 20:00:00,기계식키보드,여,37,"1,200,000원",4.0,대구
651,2025-10-21 11:00:00,기계식키보드,여,24,"35,000원",2.0,서울
652,2025-01-06 17:00:00,헤드셋,남,59,"85,000원",,부산
653,2025-09-21 15:00:00,모니터,여,25,"150,000원",4.0,서울
654,2025-05-25 16:00:00,스마트폰,여,31,"300,000원",2.0,경기
655,2025-08-16 01:00:00,기계식키보드,남,31,"900,000원",5.0,광주
656,2025-04-29 00:00:00,무선마우스,여,31,"1,200,000원",5.0,대전
657,2025-05-30 03:00:00,노트북,여,28,"150,000원",2.0,인천
658,2025-09-06 19:00:00,기계식키보드,여,41,"35,000원",4.0,인천
659,2025-06-23 12:00:00,무선마우스,여,35,"900,000원",4.0,대전
660,2025-11-27 21:00:00,노트북,여,23,"85,000원",3.0,대전
661,2025-08-21 01:00:00,모니터,여,22,"150,000원",4.0,부산
662,2025-06-29 04:00:00,기계식키보드,남,35,"300,000원",4.0,대전
663,2025-09-19 05:00:00,기계식키보드,여,33,"85,000원",5.0,광주
664,2025-06-09 02:00:00,무선마우스,여,57,"1,200,000원",1.0,경기
665,2025-03-21 10:00:00,헤드셋,여,23,"300,000원",3.0,대전
